chunk,question
"Merger G uidelines 2008, updated 2017   10   3.10.  The merger factors cover a broad range of possible actual and potential competitive  constraints12 faced by the merged firm  — some  assist in ident ifying the presence of  direct constraints13 while others provide insight into less direct forms of constraint  relating to either the structure and characteristics of the market14 or the behaviour of  actual and potential participants in a market.15  3.11.  The ACCC re cognises that competitive constraints are not static and strategic  behaviour by market participants can affect competition. The significance of the  merger factors, and the weight that is placed on them, will depend on the actual  matter under investigation.   3.12.  The likely presence of effective competitive constraints post -merger is a key indicator  that a merger is unlikely to result in a substantial lessening of competition. While all  the merger factors must be taken into consideration, it may not be necessary f or all  factors to indicate that the merged firm would face effective competitive constraints.  In some cases a single effective constraint can be sufficient to prevent a significant  and sustained increase in the market power of the merged firm, while in oth er cases  the collective effect of several constraints may be required. Conversely, the absence  of a single particular constraint is unlikely to be indicative of an increase in market  power as a result of a merger.   3.13.  Unilateral and coordinated effects are dis cussed in chapters 5 and 6 of these  guideline s, while chapter 7 sets out in more detail the relevance of each merger factor  in deciding whether a merger is likely to result in a substantial lessening of  competition in a market.   The forward -looking nature o f the competition test   3.14.  Section 50 requires a forward -looking analysis into the effects or likely effects of a  merger, since analysis is generally conducted before the impact of a merger on  competition can be observed. The ACCC therefore focuses on the fore seeable future  (generally within one to two years) when considering market definition and each of  the merger factors to determine whether a substantial lessening of competition is  likely to occur. This raises a number of issues.   Likely effect   3.15.  Mergers are p rohibited under s. 50 if they would have the effect, or be likely  to have  the effect, of substantially lessening competition. Clearly a substantial lessening of  competition must be more than speculation or a mere possibility for it to be likely, but  it doe s not need to be a certainty. Importantly, a substantial lessening of competition  need not be ‘more probable than not’, for the merger to contravene s. 50. Mergers are  prohibited when there is a ‘real chance’ that a substantial lessening of competition wil l  occur. However, a ‘mere possibility’ would be insufficient.16 Ultimately, the  determination of whether a substantial lessening of competition is likely will depend  on the facts of the particular matter.                                                    12 In these guidelines, the term ‘competitive constraints’ refers to both actual and p otential competitive constraints.   13 For example, the level of actual and potential imports, the height of barriers to entry, the degree of countervailing power a nd  the availability of substitutes.   14 For example, the dynamic characteristics of the market, t he level of concentration in the market, and the nature and extent of  vertical integration.   15 For example, the likelihood that the acquirer would be able to significantly and sustainably increase prices or profit margin s,  whether the acquisition will resul t in the removal of a vigorous and effective competitor and other relevant factors.   16 Australian Gas Light Company (ACN 052 167 405) v Australian Competition and Consumer Commission (No 3) [2003] FCA  1525, at [348].","  What role do unilateral and coordinated effects play in the ACCC's merger assessment process, and where in the document are these effects discussed in more detail?"
"Merger G uidelines 2008, updated 2017   10   3.10.  The merger factors cover a broad range of possible actual and potential competitive  constraints12 faced by the merged firm  — some  assist in ident ifying the presence of  direct constraints13 while others provide insight into less direct forms of constraint  relating to either the structure and characteristics of the market14 or the behaviour of  actual and potential participants in a market.15  3.11.  The ACCC re cognises that competitive constraints are not static and strategic  behaviour by market participants can affect competition. The significance of the  merger factors, and the weight that is placed on them, will depend on the actual  matter under investigation.   3.12.  The likely presence of effective competitive constraints post -merger is a key indicator  that a merger is unlikely to result in a substantial lessening of competition. While all  the merger factors must be taken into consideration, it may not be necessary f or all  factors to indicate that the merged firm would face effective competitive constraints.  In some cases a single effective constraint can be sufficient to prevent a significant  and sustained increase in the market power of the merged firm, while in oth er cases  the collective effect of several constraints may be required. Conversely, the absence  of a single particular constraint is unlikely to be indicative of an increase in market  power as a result of a merger.   3.13.  Unilateral and coordinated effects are dis cussed in chapters 5 and 6 of these  guideline s, while chapter 7 sets out in more detail the relevance of each merger factor  in deciding whether a merger is likely to result in a substantial lessening of  competition in a market.   The forward -looking nature o f the competition test   3.14.  Section 50 requires a forward -looking analysis into the effects or likely effects of a  merger, since analysis is generally conducted before the impact of a merger on  competition can be observed. The ACCC therefore focuses on the fore seeable future  (generally within one to two years) when considering market definition and each of  the merger factors to determine whether a substantial lessening of competition is  likely to occur. This raises a number of issues.   Likely effect   3.15.  Mergers are p rohibited under s. 50 if they would have the effect, or be likely  to have  the effect, of substantially lessening competition. Clearly a substantial lessening of  competition must be more than speculation or a mere possibility for it to be likely, but  it doe s not need to be a certainty. Importantly, a substantial lessening of competition  need not be ‘more probable than not’, for the merger to contravene s. 50. Mergers are  prohibited when there is a ‘real chance’ that a substantial lessening of competition wil l  occur. However, a ‘mere possibility’ would be insufficient.16 Ultimately, the  determination of whether a substantial lessening of competition is likely will depend  on the facts of the particular matter.                                                    12 In these guidelines, the term ‘competitive constraints’ refers to both actual and p otential competitive constraints.   13 For example, the level of actual and potential imports, the height of barriers to entry, the degree of countervailing power a nd  the availability of substitutes.   14 For example, the dynamic characteristics of the market, t he level of concentration in the market, and the nature and extent of  vertical integration.   15 For example, the likelihood that the acquirer would be able to significantly and sustainably increase prices or profit margin s,  whether the acquisition will resul t in the removal of a vigorous and effective competitor and other relevant factors.   16 Australian Gas Light Company (ACN 052 167 405) v Australian Competition and Consumer Commission (No 3) [2003] FCA  1525, at [348].","  While the document emphasizes the importance of considering all merger factors, it also states that a single effective constraint can sometimes be sufficient to prevent a substantial lessening of competition. Explain this apparent contradiction and provide an example of such a constraint from the text."
"Merger G uidelines 2008, updated 2017   11   With and without test   3.16.  Merger analysis requires com paring likely future states  — the future with the merger  and the future without  the merger. This comparison isolates the merger’s impact on  competition. For this reason, the competition test in s. 50 is sometimes referred to as  a future ‘with and without’ test.17  3.17.  The likely future state of competition without the merger (the counterfactual) will  generally be similar to the state of competition prevailing at the time of the merger.  However, in some cases taking the state of competition prevailing at the time of the  merger as the benchmark for analysis could risk attributing a change in the level of  competition to a merger, when the real cause is some other development that is  unrelated to the merger and likely to occur regardless of the merger. Focusing on the   state of competition prevailing at the time of the merger might also disguise a  substantial lessening of competition in situations where a merger hinders or prevents  competition that would otherwise have emerged.   3.18.  The ACCC therefore uses information about the state of competition prevailing at the  time of the merger to inform its assessment of the likely future state of competition  without the merger. This applies to market definition and all the merger factors  outlined in chapter 7. It also applies to like ly developments involving the merger  parties  — in particular, mergers involving firms that are likely to be more effective  competitors in the future and those involving failing firms.   3.19.  However, the ACCC will not take into account counterfactuals it consider s have been  manipulated for the purposes of making clearance more likely. Signs that a  counterfactual may have been manipulated include:    a change of policy or intention  by the merger parties that  occurs after the merger  is proposed    any course of action by the merger parties which cannot  be demonstrated to be  profit maximising and/or in the interests of shareholders (for example, refusing to  sell the business to a strong competitor if the proposed merger does not proceed).   Expected competition   3.20.  The state of c ompetition prevailing at the time of a merger will understate  the future  state of competition without the merger in situations where the merger parties are not  presently constraining one another but would be likely to constrain one another in the  foreseeab le future. For example, the target firm may be on the verge of entering the  relevant market or may already operate in the relevant market but be likely within the  next one to two years to benefit from new technology or intellectual property that  would enha nce its competitiveness with the acquiring firm. Alternatively, if it can be  established with strong and credible evidence that, in the absence of the merger, a  particular alternative firm would acquire the target, the relevant counterfactual may  involve a  competitive outcome that differs from the status quo. The ACCC notes that  such circumstances are likely to be rare.   3.21.  As specified in s. 4G of the Act, a lessening of competition includes preventing or  hindering competition. Mergers likely to eliminate the prospect of more aggressive  competition in the future may therefore result in a substantial lessening of  competition.                                                    17 See, for example, Australian Gas Light  Company (ACN 052 167 405) v Australian Competition and Consumer Commission  (No 3)  [2003] FCA 1525, at [352].","  Explain the ""with and without"" test used in merger analysis under section 50, and why comparing these future states is crucial for assessing the merger's impact on competition.  Provide an example from the text."
"Merger G uidelines 2008, updated 2017   11   With and without test   3.16.  Merger analysis requires com paring likely future states  — the future with the merger  and the future without  the merger. This comparison isolates the merger’s impact on  competition. For this reason, the competition test in s. 50 is sometimes referred to as  a future ‘with and without’ test.17  3.17.  The likely future state of competition without the merger (the counterfactual) will  generally be similar to the state of competition prevailing at the time of the merger.  However, in some cases taking the state of competition prevailing at the time of the  merger as the benchmark for analysis could risk attributing a change in the level of  competition to a merger, when the real cause is some other development that is  unrelated to the merger and likely to occur regardless of the merger. Focusing on the   state of competition prevailing at the time of the merger might also disguise a  substantial lessening of competition in situations where a merger hinders or prevents  competition that would otherwise have emerged.   3.18.  The ACCC therefore uses information about the state of competition prevailing at the  time of the merger to inform its assessment of the likely future state of competition  without the merger. This applies to market definition and all the merger factors  outlined in chapter 7. It also applies to like ly developments involving the merger  parties  — in particular, mergers involving firms that are likely to be more effective  competitors in the future and those involving failing firms.   3.19.  However, the ACCC will not take into account counterfactuals it consider s have been  manipulated for the purposes of making clearance more likely. Signs that a  counterfactual may have been manipulated include:    a change of policy or intention  by the merger parties that  occurs after the merger  is proposed    any course of action by the merger parties which cannot  be demonstrated to be  profit maximising and/or in the interests of shareholders (for example, refusing to  sell the business to a strong competitor if the proposed merger does not proceed).   Expected competition   3.20.  The state of c ompetition prevailing at the time of a merger will understate  the future  state of competition without the merger in situations where the merger parties are not  presently constraining one another but would be likely to constrain one another in the  foreseeab le future. For example, the target firm may be on the verge of entering the  relevant market or may already operate in the relevant market but be likely within the  next one to two years to benefit from new technology or intellectual property that  would enha nce its competitiveness with the acquiring firm. Alternatively, if it can be  established with strong and credible evidence that, in the absence of the merger, a  particular alternative firm would acquire the target, the relevant counterfactual may  involve a  competitive outcome that differs from the status quo. The ACCC notes that  such circumstances are likely to be rare.   3.21.  As specified in s. 4G of the Act, a lessening of competition includes preventing or  hindering competition. Mergers likely to eliminate the prospect of more aggressive  competition in the future may therefore result in a substantial lessening of  competition.                                                    17 See, for example, Australian Gas Light  Company (ACN 052 167 405) v Australian Competition and Consumer Commission  (No 3)  [2003] FCA 1525, at [352].",  The document mentions that using the current state of competition as the benchmark for analysis can be problematic.  Describe two specific situations where relying solely on the current state could lead to inaccurate conclusions about the merger's effect on competition.
"Merger G uidelines 2008, updated 2017   11   With and without test   3.16.  Merger analysis requires com paring likely future states  — the future with the merger  and the future without  the merger. This comparison isolates the merger’s impact on  competition. For this reason, the competition test in s. 50 is sometimes referred to as  a future ‘with and without’ test.17  3.17.  The likely future state of competition without the merger (the counterfactual) will  generally be similar to the state of competition prevailing at the time of the merger.  However, in some cases taking the state of competition prevailing at the time of the  merger as the benchmark for analysis could risk attributing a change in the level of  competition to a merger, when the real cause is some other development that is  unrelated to the merger and likely to occur regardless of the merger. Focusing on the   state of competition prevailing at the time of the merger might also disguise a  substantial lessening of competition in situations where a merger hinders or prevents  competition that would otherwise have emerged.   3.18.  The ACCC therefore uses information about the state of competition prevailing at the  time of the merger to inform its assessment of the likely future state of competition  without the merger. This applies to market definition and all the merger factors  outlined in chapter 7. It also applies to like ly developments involving the merger  parties  — in particular, mergers involving firms that are likely to be more effective  competitors in the future and those involving failing firms.   3.19.  However, the ACCC will not take into account counterfactuals it consider s have been  manipulated for the purposes of making clearance more likely. Signs that a  counterfactual may have been manipulated include:    a change of policy or intention  by the merger parties that  occurs after the merger  is proposed    any course of action by the merger parties which cannot  be demonstrated to be  profit maximising and/or in the interests of shareholders (for example, refusing to  sell the business to a strong competitor if the proposed merger does not proceed).   Expected competition   3.20.  The state of c ompetition prevailing at the time of a merger will understate  the future  state of competition without the merger in situations where the merger parties are not  presently constraining one another but would be likely to constrain one another in the  foreseeab le future. For example, the target firm may be on the verge of entering the  relevant market or may already operate in the relevant market but be likely within the  next one to two years to benefit from new technology or intellectual property that  would enha nce its competitiveness with the acquiring firm. Alternatively, if it can be  established with strong and credible evidence that, in the absence of the merger, a  particular alternative firm would acquire the target, the relevant counterfactual may  involve a  competitive outcome that differs from the status quo. The ACCC notes that  such circumstances are likely to be rare.   3.21.  As specified in s. 4G of the Act, a lessening of competition includes preventing or  hindering competition. Mergers likely to eliminate the prospect of more aggressive  competition in the future may therefore result in a substantial lessening of  competition.                                                    17 See, for example, Australian Gas Light  Company (ACN 052 167 405) v Australian Competition and Consumer Commission  (No 3)  [2003] FCA 1525, at [352].",  What information does the ACCC utilize to predict the likely future state of competition *without* the merger (the counterfactual)? How does this relate to market definition and other merger factors?
"Merger G uidelines 2008, updated 2017   11   With and without test   3.16.  Merger analysis requires com paring likely future states  — the future with the merger  and the future without  the merger. This comparison isolates the merger’s impact on  competition. For this reason, the competition test in s. 50 is sometimes referred to as  a future ‘with and without’ test.17  3.17.  The likely future state of competition without the merger (the counterfactual) will  generally be similar to the state of competition prevailing at the time of the merger.  However, in some cases taking the state of competition prevailing at the time of the  merger as the benchmark for analysis could risk attributing a change in the level of  competition to a merger, when the real cause is some other development that is  unrelated to the merger and likely to occur regardless of the merger. Focusing on the   state of competition prevailing at the time of the merger might also disguise a  substantial lessening of competition in situations where a merger hinders or prevents  competition that would otherwise have emerged.   3.18.  The ACCC therefore uses information about the state of competition prevailing at the  time of the merger to inform its assessment of the likely future state of competition  without the merger. This applies to market definition and all the merger factors  outlined in chapter 7. It also applies to like ly developments involving the merger  parties  — in particular, mergers involving firms that are likely to be more effective  competitors in the future and those involving failing firms.   3.19.  However, the ACCC will not take into account counterfactuals it consider s have been  manipulated for the purposes of making clearance more likely. Signs that a  counterfactual may have been manipulated include:    a change of policy or intention  by the merger parties that  occurs after the merger  is proposed    any course of action by the merger parties which cannot  be demonstrated to be  profit maximising and/or in the interests of shareholders (for example, refusing to  sell the business to a strong competitor if the proposed merger does not proceed).   Expected competition   3.20.  The state of c ompetition prevailing at the time of a merger will understate  the future  state of competition without the merger in situations where the merger parties are not  presently constraining one another but would be likely to constrain one another in the  foreseeab le future. For example, the target firm may be on the verge of entering the  relevant market or may already operate in the relevant market but be likely within the  next one to two years to benefit from new technology or intellectual property that  would enha nce its competitiveness with the acquiring firm. Alternatively, if it can be  established with strong and credible evidence that, in the absence of the merger, a  particular alternative firm would acquire the target, the relevant counterfactual may  involve a  competitive outcome that differs from the status quo. The ACCC notes that  such circumstances are likely to be rare.   3.21.  As specified in s. 4G of the Act, a lessening of competition includes preventing or  hindering competition. Mergers likely to eliminate the prospect of more aggressive  competition in the future may therefore result in a substantial lessening of  competition.                                                    17 See, for example, Australian Gas Light  Company (ACN 052 167 405) v Australian Competition and Consumer Commission  (No 3)  [2003] FCA 1525, at [352].",  Under what circumstances will the ACCC disregard a proposed counterfactual scenario? Give two examples of actions by merging parties that would raise concerns about manipulation of the counterfactual.
"Merger G uidelines 2008, updated 2017   11   With and without test   3.16.  Merger analysis requires com paring likely future states  — the future with the merger  and the future without  the merger. This comparison isolates the merger’s impact on  competition. For this reason, the competition test in s. 50 is sometimes referred to as  a future ‘with and without’ test.17  3.17.  The likely future state of competition without the merger (the counterfactual) will  generally be similar to the state of competition prevailing at the time of the merger.  However, in some cases taking the state of competition prevailing at the time of the  merger as the benchmark for analysis could risk attributing a change in the level of  competition to a merger, when the real cause is some other development that is  unrelated to the merger and likely to occur regardless of the merger. Focusing on the   state of competition prevailing at the time of the merger might also disguise a  substantial lessening of competition in situations where a merger hinders or prevents  competition that would otherwise have emerged.   3.18.  The ACCC therefore uses information about the state of competition prevailing at the  time of the merger to inform its assessment of the likely future state of competition  without the merger. This applies to market definition and all the merger factors  outlined in chapter 7. It also applies to like ly developments involving the merger  parties  — in particular, mergers involving firms that are likely to be more effective  competitors in the future and those involving failing firms.   3.19.  However, the ACCC will not take into account counterfactuals it consider s have been  manipulated for the purposes of making clearance more likely. Signs that a  counterfactual may have been manipulated include:    a change of policy or intention  by the merger parties that  occurs after the merger  is proposed    any course of action by the merger parties which cannot  be demonstrated to be  profit maximising and/or in the interests of shareholders (for example, refusing to  sell the business to a strong competitor if the proposed merger does not proceed).   Expected competition   3.20.  The state of c ompetition prevailing at the time of a merger will understate  the future  state of competition without the merger in situations where the merger parties are not  presently constraining one another but would be likely to constrain one another in the  foreseeab le future. For example, the target firm may be on the verge of entering the  relevant market or may already operate in the relevant market but be likely within the  next one to two years to benefit from new technology or intellectual property that  would enha nce its competitiveness with the acquiring firm. Alternatively, if it can be  established with strong and credible evidence that, in the absence of the merger, a  particular alternative firm would acquire the target, the relevant counterfactual may  involve a  competitive outcome that differs from the status quo. The ACCC notes that  such circumstances are likely to be rare.   3.21.  As specified in s. 4G of the Act, a lessening of competition includes preventing or  hindering competition. Mergers likely to eliminate the prospect of more aggressive  competition in the future may therefore result in a substantial lessening of  competition.                                                    17 See, for example, Australian Gas Light  Company (ACN 052 167 405) v Australian Competition and Consumer Commission  (No 3)  [2003] FCA 1525, at [352].",  Describe a scenario where the current state of competition understates the future state of competition *without* the merger.  Explain how the merger might prevent a future competitive outcome that would otherwise have occurred.
"Merger G uidelines 2008, updated 2017   11   With and without test   3.16.  Merger analysis requires com paring likely future states  — the future with the merger  and the future without  the merger. This comparison isolates the merger’s impact on  competition. For this reason, the competition test in s. 50 is sometimes referred to as  a future ‘with and without’ test.17  3.17.  The likely future state of competition without the merger (the counterfactual) will  generally be similar to the state of competition prevailing at the time of the merger.  However, in some cases taking the state of competition prevailing at the time of the  merger as the benchmark for analysis could risk attributing a change in the level of  competition to a merger, when the real cause is some other development that is  unrelated to the merger and likely to occur regardless of the merger. Focusing on the   state of competition prevailing at the time of the merger might also disguise a  substantial lessening of competition in situations where a merger hinders or prevents  competition that would otherwise have emerged.   3.18.  The ACCC therefore uses information about the state of competition prevailing at the  time of the merger to inform its assessment of the likely future state of competition  without the merger. This applies to market definition and all the merger factors  outlined in chapter 7. It also applies to like ly developments involving the merger  parties  — in particular, mergers involving firms that are likely to be more effective  competitors in the future and those involving failing firms.   3.19.  However, the ACCC will not take into account counterfactuals it consider s have been  manipulated for the purposes of making clearance more likely. Signs that a  counterfactual may have been manipulated include:    a change of policy or intention  by the merger parties that  occurs after the merger  is proposed    any course of action by the merger parties which cannot  be demonstrated to be  profit maximising and/or in the interests of shareholders (for example, refusing to  sell the business to a strong competitor if the proposed merger does not proceed).   Expected competition   3.20.  The state of c ompetition prevailing at the time of a merger will understate  the future  state of competition without the merger in situations where the merger parties are not  presently constraining one another but would be likely to constrain one another in the  foreseeab le future. For example, the target firm may be on the verge of entering the  relevant market or may already operate in the relevant market but be likely within the  next one to two years to benefit from new technology or intellectual property that  would enha nce its competitiveness with the acquiring firm. Alternatively, if it can be  established with strong and credible evidence that, in the absence of the merger, a  particular alternative firm would acquire the target, the relevant counterfactual may  involve a  competitive outcome that differs from the status quo. The ACCC notes that  such circumstances are likely to be rare.   3.21.  As specified in s. 4G of the Act, a lessening of competition includes preventing or  hindering competition. Mergers likely to eliminate the prospect of more aggressive  competition in the future may therefore result in a substantial lessening of  competition.                                                    17 See, for example, Australian Gas Light  Company (ACN 052 167 405) v Australian Competition and Consumer Commission  (No 3)  [2003] FCA 1525, at [352].","  According to section 4G of the Act (referenced in paragraph 3.21), what constitutes a ""lessening of competition"" in the context of mergers? How does this relate to the concept of ""expected competition"" discussed in the document?"
"Merger G uidelines 2008, updated 2017   12      The following are examples of the types of information the ACCC may require  to assess  whether the merger parties are likely to be effect ive competitors in the relevant market in the  future:    board  papers and internal plans demonstrating that  the target  firm has the capability and   intention to vigorously compete in the future    evidence of vigorous entry in the past that  may be replicated on a  broader  scale    evidence of similar successful entry in other markets either in Australia or overseas.   The range and extent of information and documents required by the ACCC will be assessed  on a case -by-case basis and will depend on the complexity of the m atter and the potential  competition concerns raised.   Failing firms   3.22.  The state of competition prevailing at the time of a merger will overstate the future  state of competition without the merger in situations where one of the merger parties  is likely to exit  the market in the foreseeable future (generally within one to two  years). In such situations, the merger party that is likely to exit is referred to as a  ‘failing firm ’. Although the likely state of competition with the merger may be  substantially less th an the state of competition prevailing at the time of the merger,  the relevant test is whether the future state of competition with the merger would be  substantially  less than the future state of competition without the merger (where the  firm fails).   3.23.  Mere speculation that the target firm will exit in the near future or evidence of a recent  decline in profitability is insufficient to establish that an absence of competition  between the merger parties is the counterfactual. In general, to demonstrate that a  merger will not substantially lessen competition due to the prospective failure of one  of the merger parties, it is necessary to show that:    the relevant firm is in imminent  danger  of failure and is unlikely to be successfully  restructured without the merger    in the absence  of the merger,  the assets associated  with the relevant firm,  including its brands, will leave the industry    the likely state of competition with the merger would not be substantially less than   the likely state of competition after the target  has exited and the target’s  customers have moved their business to alternative sources of supply.","What types of information might the ACCC request to determine if merging firms will be effective competitors in the future, and what is the basis for the ACCC's assessment?"
"Merger G uidelines 2008, updated 2017   12      The following are examples of the types of information the ACCC may require  to assess  whether the merger parties are likely to be effect ive competitors in the relevant market in the  future:    board  papers and internal plans demonstrating that  the target  firm has the capability and   intention to vigorously compete in the future    evidence of vigorous entry in the past that  may be replicated on a  broader  scale    evidence of similar successful entry in other markets either in Australia or overseas.   The range and extent of information and documents required by the ACCC will be assessed  on a case -by-case basis and will depend on the complexity of the m atter and the potential  competition concerns raised.   Failing firms   3.22.  The state of competition prevailing at the time of a merger will overstate the future  state of competition without the merger in situations where one of the merger parties  is likely to exit  the market in the foreseeable future (generally within one to two  years). In such situations, the merger party that is likely to exit is referred to as a  ‘failing firm ’. Although the likely state of competition with the merger may be  substantially less th an the state of competition prevailing at the time of the merger,  the relevant test is whether the future state of competition with the merger would be  substantially  less than the future state of competition without the merger (where the  firm fails).   3.23.  Mere speculation that the target firm will exit in the near future or evidence of a recent  decline in profitability is insufficient to establish that an absence of competition  between the merger parties is the counterfactual. In general, to demonstrate that a  merger will not substantially lessen competition due to the prospective failure of one  of the merger parties, it is necessary to show that:    the relevant firm is in imminent  danger  of failure and is unlikely to be successfully  restructured without the merger    in the absence  of the merger,  the assets associated  with the relevant firm,  including its brands, will leave the industry    the likely state of competition with the merger would not be substantially less than   the likely state of competition after the target  has exited and the target’s  customers have moved their business to alternative sources of supply.",What specific evidence is considered insufficient to establish that a failing firm's exit is the counterfactual scenario in a merger assessment?
"Merger G uidelines 2008, updated 2017   12      The following are examples of the types of information the ACCC may require  to assess  whether the merger parties are likely to be effect ive competitors in the relevant market in the  future:    board  papers and internal plans demonstrating that  the target  firm has the capability and   intention to vigorously compete in the future    evidence of vigorous entry in the past that  may be replicated on a  broader  scale    evidence of similar successful entry in other markets either in Australia or overseas.   The range and extent of information and documents required by the ACCC will be assessed  on a case -by-case basis and will depend on the complexity of the m atter and the potential  competition concerns raised.   Failing firms   3.22.  The state of competition prevailing at the time of a merger will overstate the future  state of competition without the merger in situations where one of the merger parties  is likely to exit  the market in the foreseeable future (generally within one to two  years). In such situations, the merger party that is likely to exit is referred to as a  ‘failing firm ’. Although the likely state of competition with the merger may be  substantially less th an the state of competition prevailing at the time of the merger,  the relevant test is whether the future state of competition with the merger would be  substantially  less than the future state of competition without the merger (where the  firm fails).   3.23.  Mere speculation that the target firm will exit in the near future or evidence of a recent  decline in profitability is insufficient to establish that an absence of competition  between the merger parties is the counterfactual. In general, to demonstrate that a  merger will not substantially lessen competition due to the prospective failure of one  of the merger parties, it is necessary to show that:    the relevant firm is in imminent  danger  of failure and is unlikely to be successfully  restructured without the merger    in the absence  of the merger,  the assets associated  with the relevant firm,  including its brands, will leave the industry    the likely state of competition with the merger would not be substantially less than   the likely state of competition after the target  has exited and the target’s  customers have moved their business to alternative sources of supply.","According to the guidelines, what is the timeframe generally considered when determining if a firm is a ""failing firm"" likely to exit the market?"
"Merger G uidelines 2008, updated 2017   12      The following are examples of the types of information the ACCC may require  to assess  whether the merger parties are likely to be effect ive competitors in the relevant market in the  future:    board  papers and internal plans demonstrating that  the target  firm has the capability and   intention to vigorously compete in the future    evidence of vigorous entry in the past that  may be replicated on a  broader  scale    evidence of similar successful entry in other markets either in Australia or overseas.   The range and extent of information and documents required by the ACCC will be assessed  on a case -by-case basis and will depend on the complexity of the m atter and the potential  competition concerns raised.   Failing firms   3.22.  The state of competition prevailing at the time of a merger will overstate the future  state of competition without the merger in situations where one of the merger parties  is likely to exit  the market in the foreseeable future (generally within one to two  years). In such situations, the merger party that is likely to exit is referred to as a  ‘failing firm ’. Although the likely state of competition with the merger may be  substantially less th an the state of competition prevailing at the time of the merger,  the relevant test is whether the future state of competition with the merger would be  substantially  less than the future state of competition without the merger (where the  firm fails).   3.23.  Mere speculation that the target firm will exit in the near future or evidence of a recent  decline in profitability is insufficient to establish that an absence of competition  between the merger parties is the counterfactual. In general, to demonstrate that a  merger will not substantially lessen competition due to the prospective failure of one  of the merger parties, it is necessary to show that:    the relevant firm is in imminent  danger  of failure and is unlikely to be successfully  restructured without the merger    in the absence  of the merger,  the assets associated  with the relevant firm,  including its brands, will leave the industry    the likely state of competition with the merger would not be substantially less than   the likely state of competition after the target  has exited and the target’s  customers have moved their business to alternative sources of supply.","How does the assessment of a merger involving a failing firm differ from the assessment of a merger between healthy competitors, and what is the key comparative test used?"
"Merger G uidelines 2008, updated 2017   12      The following are examples of the types of information the ACCC may require  to assess  whether the merger parties are likely to be effect ive competitors in the relevant market in the  future:    board  papers and internal plans demonstrating that  the target  firm has the capability and   intention to vigorously compete in the future    evidence of vigorous entry in the past that  may be replicated on a  broader  scale    evidence of similar successful entry in other markets either in Australia or overseas.   The range and extent of information and documents required by the ACCC will be assessed  on a case -by-case basis and will depend on the complexity of the m atter and the potential  competition concerns raised.   Failing firms   3.22.  The state of competition prevailing at the time of a merger will overstate the future  state of competition without the merger in situations where one of the merger parties  is likely to exit  the market in the foreseeable future (generally within one to two  years). In such situations, the merger party that is likely to exit is referred to as a  ‘failing firm ’. Although the likely state of competition with the merger may be  substantially less th an the state of competition prevailing at the time of the merger,  the relevant test is whether the future state of competition with the merger would be  substantially  less than the future state of competition without the merger (where the  firm fails).   3.23.  Mere speculation that the target firm will exit in the near future or evidence of a recent  decline in profitability is insufficient to establish that an absence of competition  between the merger parties is the counterfactual. In general, to demonstrate that a  merger will not substantially lessen competition due to the prospective failure of one  of the merger parties, it is necessary to show that:    the relevant firm is in imminent  danger  of failure and is unlikely to be successfully  restructured without the merger    in the absence  of the merger,  the assets associated  with the relevant firm,  including its brands, will leave the industry    the likely state of competition with the merger would not be substantially less than   the likely state of competition after the target  has exited and the target’s  customers have moved their business to alternative sources of supply.",What three conditions must be met to demonstrate that a merger will not substantially lessen competition due to the prospective failure of one of the merger parties?
"Merger G uidelines 2008, updated 2017   12      The following are examples of the types of information the ACCC may require  to assess  whether the merger parties are likely to be effect ive competitors in the relevant market in the  future:    board  papers and internal plans demonstrating that  the target  firm has the capability and   intention to vigorously compete in the future    evidence of vigorous entry in the past that  may be replicated on a  broader  scale    evidence of similar successful entry in other markets either in Australia or overseas.   The range and extent of information and documents required by the ACCC will be assessed  on a case -by-case basis and will depend on the complexity of the m atter and the potential  competition concerns raised.   Failing firms   3.22.  The state of competition prevailing at the time of a merger will overstate the future  state of competition without the merger in situations where one of the merger parties  is likely to exit  the market in the foreseeable future (generally within one to two  years). In such situations, the merger party that is likely to exit is referred to as a  ‘failing firm ’. Although the likely state of competition with the merger may be  substantially less th an the state of competition prevailing at the time of the merger,  the relevant test is whether the future state of competition with the merger would be  substantially  less than the future state of competition without the merger (where the  firm fails).   3.23.  Mere speculation that the target firm will exit in the near future or evidence of a recent  decline in profitability is insufficient to establish that an absence of competition  between the merger parties is the counterfactual. In general, to demonstrate that a  merger will not substantially lessen competition due to the prospective failure of one  of the merger parties, it is necessary to show that:    the relevant firm is in imminent  danger  of failure and is unlikely to be successfully  restructured without the merger    in the absence  of the merger,  the assets associated  with the relevant firm,  including its brands, will leave the industry    the likely state of competition with the merger would not be substantially less than   the likely state of competition after the target  has exited and the target’s  customers have moved their business to alternative sources of supply.","If a target firm shows a recent decline in profitability, is this sufficient evidence to classify it as a failing firm according to the guidelines, and why or why not?"
